Id	Unit	Qtype	Qpart	Qnum	Qlet	Prompt2	R1	R2	R3	Subtag	Orig_Prompt2	Orig_R1	Orig_R2
1360	9	SUB	2	5		kühl- (sup.)	am kühlsten						
1361	9	SUB	2	5		ruhig- (sup.)	am ruhigsten						
1362	9	SUB	2	5		preiswert- (sup.)	am preiswertesten						
1363	9	SUB	2	6		Anzug; teuer- (sup.)	den teuersten Anzug			m			
1364	9	SUB	2	6		Mantel; gut- (sup.)	den besten Mantel						
1365	9	SUB	2	6		Krawatte; schön- (sup.)	die schönste Krawatte						
1366	9	SUB	2	6		Roman; kurz- (sup.)	den kürzesten Roman						
1367	9	SUB	2	6		Hemd; billig- (sup.)	das billigste Hemd						
1368	9	SUB	2	6		Jacke; warm- (sup.)	die wärmste Jacke						
1369	9	SUB	2	6		Briefpapier-; gut- (sup.)	das beste Briefpapier			n			
1370	9	SUB	2	6		Lampe; schön- (sup.)	die schönste Lampe						
1371	9	SUB	2	6		Teppich; groß- (sup.)	den größten Teppich				Teppich; gross- (sup.)	den grössten Teppich	
1372	9	SUB	2	7		groß-; mein-	größer	meins			gross-; mein-	grösser	
1373	9	SUB	2	7		schön-; unser-	schöner	unseres					
1374	9	SUB	2	7		klein-; sein-	kleiner	seins					
1375	9	SUB	2	7		alt-; ihr	älter	ihrs					
1376	9	SUB	2	7		neu-; mein-	neuer	meins					
1377	9	SUB	2	7		gemütlich-; unser-	gemütlicher	unseres					
1378	9	SUB	2	8		billig- (sup.)	billigster						
1379	9	SUB	2	8		gut- (sup.)	bester						
1380	9	SUB	2	8		leicht- (sup.)	leichtester						
1381	9	SUB	2	8		groß- (sup.)	größter				gross- (sup.)	grösster	
1382	9	SUB	2	8		teuer- (sup.)	teuerster						
1383	9	SUB	2	8		klein- (sup.)	kleinster						
1384	9	SUB	2	9		groß- (comp.)	größeres				gross- (comp.)	grösseres	
1385	9	SUB	2	9		schön- (comp.)	schöneres						
1386	9	SUB	2	9		klein- (comp.)	kleineres						
1387	9	SUB	2	9		gemütlich- (comp.)	gemütlicheres						
1388	9	SUB	2	9		ruhig- (comp.)	ruhigeres						
1389	9	SUB	2	9		nett- (comp.)	netteres						
1390	9	SUB	2	9		gut- (comp.)	besseres						
1391	9	SUB	2	10		groß- (sup.)	dem größten				gross- (sup.)	dem grössten	
1392	9	SUB	2	10		alt- (sup.)	dem ältesten						
1393	9	SUB	2	10		schön- (sup.)	dem schönsten						
1394	9	SUB	2	10		gut- (sup.)	dem besten						
1395	9	SUB	2	10		neu- (sup.)	dem neusten						
1396	9	SUB	2	10		teuer- (sup.)	dem teuersten						
1397	9	SUB	2	11		unser- schön (sup.)	unsere schönsten						
1398	9	SUB	2	11		unser- preiswert (sup.)	unsere preiswertesten						
1399	9	SUB	2	11		unser- gut (sup.)	unsere besten						
1400	9	SUB	2	11		unser- einfach (sup.)	unsere einfachsten						
1401	9	SUB	2	11		unser- teuer (sup.)	unsere teuersten						
1402	9	SUB	2	11		unser- neu (sup.)	unsere neusten						
1403	9	SUB	2	11		unser- billig (sup.)	unsere billigsten						
1404	9	SUB	2	12		ein- groß- (comp.)	eine größere				ein- gross- (comp.)	eine grössere	
1405	9	SUB	2	12		ein- billig- (comp.)	eine billigere						
1406	9	SUB	2	12		ein- klein- (comp.)	eine kleinere						
1407	9	SUB	2	12		ein- schön- (comp.)	eine schönere						
1408	9	SUB	2	12		ein- gut- (comp.)	eine bessere						
1409	9	SUB	2	12		ein- einfach- (comp.)	eine einfachere						
1410	9	SUB	2	12		ein- nett- (comp.)	eine nettere						
1411	9	SUB	2	13		klein- (sup.)	kleinstes						
1412	9	SUB	2	13		neu- (sup.)	neustes						
1413	9	SUB	2	13		gut- (sup.)	bestes						
1414	9	SUB	2	13		teuer- (sup.)	teuerstes						
1415	9	SUB	2	13		preiswert- (sup.)	preiswertestes						
1416	9	SUB	2	13		billig- (sup.)	billigstes						
1417	9	SUB	2	13		groß- (sup.)	größtes				gross- (sup.)	grösstes	
1418	9	SUB	2	13		leicht- (sup.)	leichtestes						
1419	9	SUB	2	14		d- schön (sup.)	die schönsten						
1420	9	SUB	2	14		d- heiß- (sup.)	die heißesten				d- heiss- (sup.)	die heissesten	
1421	9	SUB	2	14		d- kurz- (sup.)	die kürzesten						
1422	9	SUB	2	14		d- kalt- (sup.)	die kältesten						
1423	9	SUB	2	14		d- feucht- (sup.)	die feuchtesten						
1424	9	SUB	2	14		d- kühl- (sup.)	die kühlsten						
1425	9	SUB	2	14		d- lang- (sup.)	die längsten						
1426	9	SUB	2	14		d- warm- (sup.)	die wärmsten						
1427	9	SUB	2	14		d- ruhig- (sup.)	die ruhigsten						
1428	9	SUB	2	15		Zimmer; d- klein- (comp.)	das kleinere Zimmer						
1429	9	SUB	2	15		Wagen; d- preiswert- (comp.)	den preiswerteren Wagen						
1430	9	SUB	2	15		Wolldecke; d- dick- (comp.)	die dickere Wolldecke						
1431	9	SUB	2	15		Wein; d- alt- (comp.)	den älteren Wein						
1432	9	SUB	2	15		Aktentasche; d- gut- (comp.)	die bessere Aktentasche			f			
1433	9	SUB	2	15		Hemd; d- groß- (comp.)	das größere Hemd				Hemd; d- gross- (comp.)	das grössere Hemd	
1434	9	SUB	2	15		Briefpapier; d- gut- (comp.)	das bessere Briefpapier			n			
1435	9	SUB	2	16		Buch; d- neu- (sup.)	das neuste Buch			m			
1436	9	SUB	2	16		Roman; d- berühmt- (sup.)	den berühmtesten Roman						
1437	9	SUB	2	16		Tochter; d- klein- (sup.)	die kleinste Tochter						
1438	9	SUB	2	16		Schwester; d- alt- (sup.)	die älteste Schwester						
1439	9	SUB	2	16		Geschäft; d- groß- (sup.)	das größte Geschäft				Geschäft; d- gross- (sup.)	das grösste Geschäft	
1440	9	SUB	2	16		Kollege; d- neu- (sup.)	den neusten Kollegen						
1441	9	SUB	2	17		Stadt; d- alt- (sup.)	der ältesten Stadt						
1442	9	SUB	2	17		Museum; d- berühmt- (sup.)	des berühmtesten Museums						
1443	9	SUB	2	17		Universität; d- schön- (sup.)	der schönsten Universität						
1444	9	SUB	2	17		Dom; d- hoch- (sup.)	des höchsten Doms						
1445	9	SUB	2	17		Auto; d- neu- (sup.)	des neusten Autos			n			
1446	9	SUB	2	17		Rathaus; d- alt- (sup.)	des ältesten Rathauses						
1447	9	SUB	2	18		Bibliothek; ein- schön (comp.)	einer schöneren Bibliothek			f			
1448	9	SUB	2	18		Neubau; ein- groß- (comp.)	einem größeren Neubau				Neubau; ein- gross- (comp.)	einem grösseren Neubau	
1449	9	SUB	2	18		Hotel; ein- klein- (comp.)	einem kleineren Hotel						
1450	9	SUB	2	18		Theater; ein- gut- (comp.)	einem besseren Theater						
1451	9	SUB	2	18		Geschäft; ein- alt- (comp.)	einem älteren Geschäft						
1452	9	SUB	2	18		Bank; ein- neu- (comp.)	einer neueren Bank			f			
1453	9	SUB	2	18		Büro; ein- klein- (comp.)	einem kleineren Büro			n			
1454	9	SUB	2	18		Abteilung; ein- wichtig- (comp.)	einer wichtigeren Abteilung			f			
1455	9	SUB	2	19		Tisch; d- groß- (sup.)	der größte Tisch				Tisch; d- gross- (sup.)	der grösste Tisch	
1456	9	SUB	2	19		Wein; d- preiswert- (sup.)	der preiswerteste Wein						
1457	9	SUB	2	19		Aktentasche; d- teuer- (sup.)	die teuerste Aktentasche			f			
1458	9	SUB	2	19		Briefpapier; d- gut- (sup.)	das beste Briefpapier			n			
1459	9	SUB	2	20		Restaurants; gut- (comp.)	bessere Restaurants						
1460	9	SUB	2	20		Parks; schön- (comp.)	schönere Parks						
1461	9	SUB	2	20		Häuser; alt- (comp.)	ältere Häuser						
1462	9	SUB	2	20		Hotels; preiswert- (comp.)	preiswertere Hotels						
1463	9	SUB	2	20		Geschäfte; klein- (comp.)	kleinere Geschäfte						
1464	9	SUB	2	20		Etagenhäuser; groß- (comp.)	größere Etagenhäuser				Etagenhäuser; gross- (comp.)	grössere Etagenhäuser	
1465	9	SUB	2	21		Restaurant; ein- gut- (comp.)	ein besseres Restaurant						
1466	9	SUB	2	21		Bibliothek; ein- alt- (comp.)	eine ältere Bibliothek			f			
1467	9	SUB	2	21		Café; ein- nett- (comp.)	ein netteres Café			n			
1468	9	SUB	2	21		Bank; ein- groß- (comp.)	eine größere Bank			f	Bank; ein- gross- (comp.)	eine grössere Bank	
1469	9	SUB	2	21		Geschäft; ein- preiswert- (comp.)	ein preiswerteres Geschäft						
1470	9	SUB	2	21		Neubau; ein- klein- (comp.)	einen kleineren Neubau						
1471	9	CONV		1		Negative comparisons (not as X as)	nicht so windig wie						
1472	9	CONV		2		Negative comparisons (not as X as)	nicht so kühl wie						
1473	9	CONV		3		Negative comparisons (not as X as)	nicht so heiß wie					nicht so heiss wie	
1474	9	CONV		4		Negative comparisons (not as X as)	nicht so gut wie						
1475	9	CONV		5		Negative comparisons (not as X as)	nicht so wenig	wie					
1476	9	CONV		6		Negative comparisons (not as X as)	nicht so gut wie						
1477	9	CONV		7		Negative comparisons (not as X as)	nicht so groß wie					nicht so gross wie	
1478	9	CONV		8		Negative comparisons (not as X as)	nicht so gut wie						
1479	9	CONV		9		Negative comparisons (not as X as)	nicht so interessant wie						
1480	9	CONV		10		Negative comparisons (not as X as)	nicht so dringend und wichtig wie						
1481	9	CONV		11		Negative comparisons (not as X as)	nicht so leicht wie						
1482	9	CONV		12		Negative comparisons (not as X as)	nicht so gern	wie					
1483	9	CONV		13		Negative comparisons (not as X as)	nicht so viel	wie					
1484	9	CONV		14		Negative comparisons (not as X as)	nicht so gemütlich wie						
1485	9	CONV		15		Negative comparisons (not as X as)	nicht so hoch wie						
1486	9	CONV		16		Negative comparisons (not as X as)	nicht so oft wie						
1487	9	CONV		17		Negative comparisons (not as X as)	nicht so viele	wie					
3101	10	SUB	1	1		when	wann						
3102	10	SUB	1	1		whether	ob						
3103	10	SUB	1	1		why	warum						
3104	10	SUB	1	1		with whom	mit wem						
3105	10	SUB	1	1		at what hour	um wie viel Uhr					um wieviel Uhr	
3106	10	SUB	1	2		that	dass						
3107	10	SUB	1	2		when	wann						
3108	10	SUB	1	2		whether	ob						
3109	10	SUB	1	2		with whom	mit wem						
3110	10	SUB	1	2		why	warum						
3111	10	SUB	1	3		1 week	einer Woche						
3112	10	SUB	1	3		6 months	sechs Monaten						
3113	10	SUB	1	3		3 days	drei Tagen						
3114	10	SUB	1	3		half a year	einem halben Jahr						
3115	10	SUB	1	3		1 hour	einer Stunde						
3116	10	SUB	1	3		2 weeks	zwei Wochen						
3117	10	SUB	1	3		half an hour	einer halben Stunde						
3118	10	SUB	1	4		evenings	abends						
3119	10	SUB	1	4		afternoons (Nachmittag)	nachmittags						
3120	10	SUB	1	4		mornings	morgens						
3121	10	SUB	1	4		afternoons (Mittag)	mittags						
3122	10	SUB	1	5		a cup of coffee	eine Tasse Kaffee						
3123	10	SUB	1	5		a piece of cake	ein Stück Kuchen						
3124	10	SUB	1	5		a glass of apple juice	ein Glas Apfelsaft						
3125	10	SUB	1	5		a cup of tea	eine Tasse Tee						
3126	10	SUB	1	5		a glass of Moselwein	ein Glas Moselwein						
3127	10	SUB	1	5		a glass of beer	ein Glas Bier						
3128	10	SUB	1	5		a cup of milk	eine Tasse Milch						
3129	10	SUB	1	6		sein- Beruf	seinem Beruf						
3130	10	SUB	1	6		Ihr- Arbeit	Ihrer Arbeit						
3131	10	SUB	1	6		d- Wetter	dem Wetter						
3132	10	SUB	1	6		d- Größe d- Wagens	der Größe des Wagens				d- Grösse d- Wagens	der Grösse des Wagens	
3133	10	SUB	1	6		mein- Frau	meiner Frau						
3134	10	SUB	1	6		d- Reise mein- Kollegen (sg)	der Reise meines Kollegen						
3135	10	SUB	1	6		d- Besuch sein- Eltern	dem Besuch seiner Eltern						
3136	10	SUB	1	7		lives in Munich	in München wohnt						
3137	10	SUB	1	7		has two children	zwei Kinder hat						
3138	10	SUB	1	7		speaks German well	gut deutsch spricht						
3139	10	SUB	1	7		works in the consulate	im Konsulat arbeitet						
3140	10	SUB	1	7		drives to Germany	nach Deutschland fährt						
3141	10	SUB	1	7		comes by Omnibus	mit dem Omnibus kommt						
3142	10	SUB	1	8		comes home	nach Hause kommt						
3143	10	SUB	1	8		drives to Berlin	nach Berlin fährt						
3144	10	SUB	1	8		eats lunch	zu Mittag isst						
3145	10	SUB	1	8		writes his letters	seine Briefe schreibt						
3146	10	SUB	1	8		goes to the cinema	ins Kino geht						
3147	10	SUB	1	8		takes a walk	einen Spaziergang macht						
3148	10	SUB	1	9		can speak German	deutsch sprechen kann						
3149	10	SUB	1	9		wants to write letters	Briefe schreiben will						
3150	10	SUB	1	9		would like to buy the suit	den Anzug kaufen möchte						
3151	10	SUB	1	9		must work so much	soviel arbeiten muss						
3152	10	SUB	1	9		will come not later than one	schon um eins kommen wird						
3153	10	SUB	1	9		can soon drive to Germany	bald nach Deutschland fahren kann						
3154	10	SUB	1	10		she is arriving today or tomorrow	sie heute oder morgen ankommt						
3155	10	SUB	1	10		he is departing at 4 or 6 o'clock	er um sechs oder um vier Uhr abfährt						
3156	10	SUB	1	10		it is located in the park or Kurhaus	es im Park oder im Kurhaus stattfindet						
3157	10	SUB	1	10		she is calling sooner or later	sie bald oder später anruft						
3158	10	SUB	1	10		we are moving in on the first or the third	wir am ersten oder am dritten einziehen						
3159	10	SUB	1	10		he is picking him up now or later	er ihn gleich oder nachher abholt						
1488	10	SUB	2	1		18. Mai	der achtzehnte Mai						
1489	10	SUB	2	1		22. Juni	der zweiundzwanzigste Juni						
1490	10	SUB	2	1		3. April	der dritte April						
1491	10	SUB	2	1		1. Januar	der erste Januar						
1492	10	SUB	2	1		2. September	der zweite September						
1493	10	SUB	2	1		5. August	der fünfte August						
1494	10	SUB	2	1		19. Dezember	der neunzehnte Dezember						
1495	10	SUB	2	2		20. April	am zwanzigsten April						
1496	10	SUB	2	2		16. Mai	am sechzehnten Mai						
1497	10	SUB	2	2		4. Juli	am vierten Juli						
1498	10	SUB	2	2		12. September	am zwölften September						
1499	10	SUB	2	2		23. Oktober	am dreiundzwanzigsten Oktober						
1500	10	SUB	2	2		6. Juni	am sechsten Juni						
1501	10	SUB	2	2		31. Dezember	am einunddreißigsten Dezember					am einunddreissigsten Dezember	
1502	10	SUB	2	3		2. Mai	den zweiten Mai						
1503	10	SUB	2	3		22. Februar	den zweiundzwanzigsten Februar						
1504	10	SUB	2	3		10. März	den zehnten März						
1505	10	SUB	2	3		6. April	den sechsten April						
1506	10	SUB	2	3		13. Mai	den dreizehnten Mai						
1507	10	SUB	2	3		26. Juni	den sechsundzwanzigsten Juni						
1508	10	SUB	2	3		7. Juli	den siebten (siebenten) Juli						
1509	10	SUB	2	3		19. August	den neunzehnten August						
1510	10	SUB	2	3		11. Oktober	den elften Oktober						
1511	10	SUB	2	3		10. November	den zehnten November						
1512	10	SUB	2	4		23. Mai	Der dreiundzwanzigste Mai						
1513	10	SUB	2	4		1. Dezember	Der erste Dezember						
1514	10	SUB	2	4		14. September	Der vierzehnte September						
1515	10	SUB	2	4		2. Januar	Der zweite Januar						
1516	10	SUB	2	4		8. August	Der achte August						
1517	10	SUB	2	4		15. Juni	Der fünfzehnte Juni						
1518	10	SUB	2	4		28. Mai	Der achtundzwanzigste Mai						
1519	10	SUB	2	4		10. Januar	Der zehnte Januar						
1520	10	SUB	2	5		6. Juni	Am sechsten Juni						
1521	10	SUB	2	5		17. April	Am siebzehnten April						
1522	10	SUB	2	5		3. Februar	Am dritten Februar						
1523	10	SUB	2	5		9. Dezember	Am neunten Dezember						
1524	10	SUB	2	5		30. August	Am dreißigsten August					Am dreissigsten August	
1525	10	SUB	2	5		27. März	Am siebenundzwanzigsten März						
1526	10	SUB	2	5		3. November	Am dritten November						
1527	10	SUB	2	6		8:15	acht Uhr fünfzehn						
1528	10	SUB	2	6		8:45	acht Uhr fünfundvierzig						
1529	10	SUB	2	6		7:30	sieben Uhr dreißig					sieben Uhr dreissig	
1530	10	SUB	2	6		6:20	sechs Uhr zwanzig						
1531	10	SUB	2	6		5:15	fünf Uhr fünfzehn						
1532	10	SUB	2	6		9:00	neun Uhr						
1533	10	SUB	2	6		4:10	vier Uhr zehn						
1534	10	SUB	2	7		12:30	halb eins						
1535	10	SUB	2	7		12:00	zwölf						
1536	10	SUB	2	7		6:30	halb sieben						
1537	10	SUB	2	7		12:15	viertel eins						
1538	10	SUB	2	7		7:45	dreiviertel acht						
1539	10	SUB	2	7		6:00	sechs						
1540	10	SUB	2	7		1:30	halb zwei						
1541	10	SUB	2	8		6:45	viertel vor sieben						
1542	10	SUB	2	8		6:10	zehn nach sechs						
1543	10	SUB	2	8		2:45	viertel vor drei						
1544	10	SUB	2	8		11:05	fünf nach elf						
1545	10	SUB	2	8		3:40	zwanzig vor vier						
1546	10	SUB	2	8		5:15	viertel nach fünf						
1547	10	SUB	2	8		9:55	fünf vor zehn						
1548	10	CONV	1	1		Change the order of elements by beginning each sentence with the underlined word(s).	Nächsten Monat fahren wir in die Berge.			z			
1549	10	CONV	1	2		Change the order of elements by beginning each sentence with the underlined word(s).	Heute scheint die Sonne sehr schön.			z			
1550	10	CONV	1	3		Change the order of elements by beginning each sentence with the underlined word(s).	Was wir machen sollen, weiß ich nicht.			z		Was wir machen sollen, weiss ich nicht.	
1551	10	CONV	1	4		Change the order of elements by beginning each sentence with the underlined word(s).	Wenn mein Mann nach Hause kommt, gehen wir zusammen einkaufen.			z			
1552	10	CONV	1	5		Change the order of elements by beginning each sentence with the underlined word(s).	Am Sonntag kommen wir zu Ihnen, wenn wir Zeit haben.			z			
1553	10	CONV	1	6		Change the order of elements by beginning each sentence with the underlined word(s).	Seine Frau werden wir leider nicht mehr sehen können.			z			
1554	10	CONV	1	7		Change the order of elements by beginning each sentence with the underlined word(s).	Da ich mittags nach Hause gehe, essen wir gewöhnlich um eins.			z			
1555	10	CONV	1	8		Change the order of elements by beginning each sentence with the underlined word(s).	Meistens, wenn ich ins Restaurant gehe, bestelle ich Rumpsteak mit Röstkartoffeln.			z			
1556	10	CONV	1	9		Change the order of elements by beginning each sentence with the underlined word(s).	Um diese Zeit essen wir immer.			z			
1557	10	CONV	1	10		Change the order of elements by beginning each sentence with the underlined word(s).	Ihn kennen wir nicht, aber sie.			z			
1558	10	CONV	1	11		Change the order of elements by beginning each sentence with the underlined word(s).	Das Geld für eine große Reise habe ich nicht.			z		Das Geld für eine grosse Reise habe ich nicht.	
1559	10	CONV	2	1		Combine the following pair of sentences into a larger sentence using <u>und</u>, <u>aber</u>, or <u>oder</u>.	Mein Kollege hat ein neues Auto und wir fahren öfters zusammen in die Berge.			z			
1560	10	CONV	2	2		Combine the following pair of sentences into a larger sentence using <u>und</u>, <u>aber</u>, or <u>oder</u>.	Ich möchte ihn sehr gern besuchen, aber er wohnt zu weit von hier.			z			
1561	10	CONV	2	3		Combine the following pair of sentences into a larger sentence using <u>und</u>, <u>aber</u>, or <u>oder</u>.	Ich möchte die Lampe kaufen, aber ich habe kein Geld.			z			
1562	10	CONV	2	4		Combine the following pair of sentences into a larger sentence using <u>und</u>, <u>aber</u>, or <u>oder</u>.	Sie können eine Taxi nehmen, oder Sie können mit Ihrem Wagen fahren.			z		Sie können eine Taxe nehmen, oder Sie können mit Ihrem Wagen fahren.	
1563	10	CONV	2	5		Combine the following pair of sentences into a larger sentence using <u>und</u>, <u>aber</u>, or <u>oder</u>.	Nehmen Sie Rumpsteak oder essen Sie lieber Kalbsleber?			z			
1564	10	CONV	2	6		Combine the following pair of sentences into a larger sentence using <u>und</u>, <u>aber</u>, or <u>oder</u>.	Der Vizekonsul gibt ihr ein Formular und sie füllt es aus.			z			
1565	10	CONV	2	7		Combine the following pair of sentences into a larger sentence using <u>und</u>, <u>aber</u>, or <u>oder</u>.	Meine Frau hat Appetit auf Bratwurst mit Sauerkraut, aber ich esse lieber Forelle blau.			z			
1566	10	CONV	2	8		Combine the following pair of sentences into a larger sentence using <u>und</u>, <u>aber</u>, or <u>oder</u>.	Herr Becker nimmt den Hörer ab und die Sekretärin meldet sich.			z			
1567	10	CONV	3	1		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, wann Herr Becker einzieht.			z			
1568	10	CONV	3	2		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, wann Herr Becker ankommt.			z			
1569	10	CONV	3	3		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, wen Herr Becker anruft.			z			
1570	10	CONV	3	4		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, wie viel Herr Becker ausgibt.			z		Ich kann Ihnen nicht sagen, wieviel Herr Becker ausgibt.	
1571	10	CONV	3	5		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, warum Herr Becker abfährt.			z			
1572	10	CONV	3	6		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, was Herr Becker gerade ausfüllt.			z			
1573	10	CONV	3	7		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, wen Herr Becker abholt.			z			
1574	10	CONV	3	8		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, was Herr Becker einpackt.			z			
1575	10	CONV	3	9		Change the questions to clauses in the sentence beginning: <u>Ich kann Ihnen nicht sagen</u>	Ich kann Ihnen nicht sagen, mit wem Herr Becker die Herren bekannt macht.			z			
1576	10	CONV	4	1		Change the questions to clauses in the sentence beginning: <u>Ich weiß nicht</u>	Ich weiß nicht, bei wem Herr Meyer klingelt.			z	Change the questions to clauses in the sentence beginning: <u>Ich weiss nicht</u>	Ich weiss nicht, bei wem Herr Meyer klingelt.	
1577	10	CONV	4	2		Change the questions to clauses in the sentence beginning: <u>Ich weiß nicht</u>	Ich weiß nicht, mit wem Herr Meyer spricht.			z	Change the questions to clauses in the sentence beginning: <u>Ich weiss nicht</u>	Ich weiss nicht, mit wem Herr Meyer spricht.	
1578	10	CONV	4	3		Change the questions to clauses in the sentence beginning: <u>Ich weiß nicht</u>	Ich weiß nicht, auf was Herr Meyer sich freut.			z	Change the questions to clauses in the sentence beginning: <u>Ich weiss nicht</u>	Ich weiss nicht, auf was Herr Meyer sich freut.	
1579	10	CONV	4	4		Change the questions to clauses in the sentence beginning: <u>Ich weiß nicht</u>	Ich weiß nicht, an wen Herr Meyer schreibt.			z	Change the questions to clauses in the sentence beginning: <u>Ich weiss nicht</u>	Ich weiss nicht, an wen Herr Meyer schreibt.	
1580	10	CONV	4	5		Change the questions to clauses in the sentence beginning: <u>Ich weiß nicht</u>	Ich weiß nicht, zu wem Herr Meyer geht.			z	Change the questions to clauses in the sentence beginning: <u>Ich weiss nicht</u>	Ich weiss nicht, zu wem Herr Meyer geht.	
1581	10	CONV	4	6		Change the questions to clauses in the sentence beginning: <u>Ich weiß nicht</u>	Ich weiß nicht, mit wem Herr Meyer spricht.			z	Change the questions to clauses in the sentence beginning: <u>Ich weiss nicht</u>	Ich weiss nicht, mit wem Herr Meyer spricht.	
1582	10	CONV	4	7		Change the questions to clauses in the sentence beginning: <u>Ich weiß nicht</u>	Ich weiß nicht, neben wem Herr Meyer wohnt.			z	Change the questions to clauses in the sentence beginning: <u>Ich weiss nicht</u>	Ich weiss nicht, neben wem Herr Meyer wohnt.	
3087	11	SUB		1		this morning	heute morgen						
3088	11	SUB		1		this evening	heute Abend					heute abend	
3089	11	SUB		1		this afternoon (Nachmittag)	heute Nachmittag					heute nachmittag	
3090	11	SUB		1		this afternoon (Mittag)	heute Mittag					heute mittag	
2414	11	SUB		2		d- Autobus	den Autobus						
2415	11	SUB		2		d- Straßenbahn	die Straßenbahn				d- Strassenbahn	die Strassenbahn	
2416	11	SUB		2		d- englisch- Konsul	den englischen Konsul						
2417	11	SUB		2		Herr Schneider	Herrn Schneider						
2418	11	SUB		2		d- Beamten	den Beamten						
2419	11	SUB		2		d- französischen Diplomaten	die französischen Diplomaten						
2420	11	SUB		2		Frau Kunze	Frau Kunze						
2421	11	SUB		2		d- Polizisten	den Polizisten						
2422	11	SUB		2		Ihr- Bruder	Ihren Bruder						
2423	11	SUB		2		sein- Freund	seinen Freund						
2424	11	SUB		2		Ihr- Tante	Ihre Tante						
2671	11	SUB		3		d- Schuhe besohlen	die Schuhe besohlen						
2425	11	SUB		3		d- Wagen waschen	den Wagen waschen						
2426	11	SUB		3		d- Anzug reinigen	den Anzug reinigen						
2427	11	SUB		3		d- Formulare ausfüllen	die Formulare ausfüllen						
2428	11	SUB		3		d- Kisten heraufbringen	die Kisten heraufbringen						
2429	11	SUB		3		d- Oberhemden waschen	die Oberhemden waschen						
2430	11	SUB		3		d- Briefe schreiben	die Briefe schreiben						
2431	11	SUB		3		d- Artikel übersetzen	den Artikel übersetzen						
2432	11	SUB		4		dein- grau- Anzug	deinen grauen Anzug						
2433	11	SUB		4		mein- braun- Jacke	meine braune Jacke						
2434	11	SUB		4		sein- hellgrau- Pullover	seinen hellgrauen Pullover						
2435	11	SUB		4		unser- weiß- Wolldecken	unsere weißen Wolldecken				unser- weiss- Wolldecken	unsere weissen Wolldecken	
2436	11	SUB		4		dein- gemustert- Krawatte	deine gemusterte Krawatte						
3333	11	SUB		5		d- blau- Anzug	den blauen Anzug						
2437	11	SUB		5		dein- schwarz- Schuhe	deine schwarzen Schuhe						
2438	11	SUB		5		dein- weiß- Oberhemd	dein weißes Oberhemd				dein- weiss- Oberhemd	dein weisses Oberhemd	
2439	11	SUB		5		d- lang- Artikel	den langen Artikel						
2440	11	SUB		5		d- neu- Zeitung	die neue Zeitung						
2441	11	SUB		5		d- sauber- Wäsche	die saubere Wäsche						
2442	11	SUB		5		dein- warm- Pullover	deinen warmen Pullover						
2443	11	SUB		5		d- alt- Mantel	den alten Mantel						
2444	11	SUB		5		dein- kurz- Jacke	deine kurze Jacke						
2445	11	SUB		6		nicht zu spät kommen	nicht zu spät kommst						
2446	11	SUB		6		nicht den Omnibus verpassen	nicht den Omnibus verpasst						
2447	11	SUB		6		noch zum Zahnarzt kommen	noch zum Zahnarzt kommst						
2448	11	SUB		6		noch mitfahren können	noch mitfahren kannst						
2449	11	SUB		6		nicht das Konzert verpassen	nicht das Konzert verpasst						
2450	11	SUB		7		d- Schuhe abholen	die Schuhe abholen						
2451	11	SUB		7		zu d- Frisör gehen	zum Frisör gehen						
2452	11	SUB		7		d- Wäsche abholen	die Wäsche abholen						
2453	11	SUB		7		d- Reinigung bezahlen	die Reinigung bezahlen						
2454	11	SUB		7		zu d- Apotheke fahren	zur Apotheke fahren						
2455	11	SUB		7		d- Bücher kaufen	die Bücher kaufen						
2456	11	SUB		8		d- Vortrag von Professor Albers	den Vortrag von Professor Albers						
2457	11	SUB		8		d- Besprechung in d- Handelskammer	die Besprechung in der Handelskammer						
2458	11	SUB		8		d- Artikel in dies- Zeitung	den Artikel in dieser Zeitung						
2459	11	SUB		8		d- Schulausflug d- Kinder	den Schulausflug der Kinder						
2460	11	SUB		8		d- Unterlagen für d- Konferenz	die Unterlagen für die Konferenz						
2461	11	SUB		8		d- neu- Zollbestimunngen	die neuen Zollbestimmungen						
2462	11	SUB		8		unser- Fahrt nach Deutschland	unsere Fahrt nach Deutschland						
2463	11	SUB		9		du	dir						
2464	11	SUB		9		ihr	euch						
2465	11	SUB		9		sie (pl)	ihnen						
2466	11	SUB		9		er	ihm						
2467	11	SUB		9		sie (sg)	ihr						
2468	11	SUB		9		Sie	Ihnen						
